City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
311,Kawalu,ID,-7.3817,108.2082,73.33,99,100,1.63,moderate rain
312,Hasaki,JP,35.7333,140.8333,66.29,91,97,14.25,overcast clouds
313,Da Lat,VN,11.9465,108.4419,60.75,98,65,3.42,broken clouds
314,Ponta Do Sol,PT,32.6667,-17.1,77.0,80,77,1.88,broken clouds
315,Kaitangata,NZ,-46.2817,169.8464,46.99,81,95,4.76,overcast clouds
316,Elizabeth City,US,36.2946,-76.2511,57.02,93,100,18.41,overcast clouds
317,Monywa,MM,22.1167,95.1333,75.4,63,0,4.23,clear sky
318,Swellendam,ZA,-34.0226,20.4417,79.18,24,6,12.44,clear sky
319,Chokurdakh,RU,70.6333,147.9167,-32.06,100,66,5.41,broken clouds
320,Harare,ZW,-17.8294,31.0539,74.3,53,100,6.42,overcast clouds
321,Stettler,CA,52.3168,-112.7186,10.15,100,100,9.22,overcast clouds
322,Karaman,TR,37.0833,33.25,52.36,44,0,10.85,clear sky
323,Jardim,BR,-21.4803,-56.1381,83.79,57,10,13.35,clear sky
324,Pyu,MM,18.4833,96.4333,74.32,80,100,4.38,overcast clouds
325,Tongliao,CN,43.6125,122.2653,25.14,61,8,7.14,clear sky
326,Wanning,CN,18.8003,110.3967,76.96,86,77,6.62,broken clouds
327,Waddan,LY,29.1614,16.139,73.51,32,8,0.43,clear sky
328,Bonavista,CA,48.6499,-53.1147,35.4,75,100,18.9,overcast clouds
329,Yinchuan,CN,38.4681,106.2731,45.34,26,100,1.19,overcast clouds
330,Coahuayana,MX,18.7333,-103.6833,70.12,88,77,3.18,broken clouds
331,Vrangel,RU,42.7297,133.0839,32.13,63,0,13.06,clear sky
332,Santa Maria Del Oro,MX,25.9333,-105.3667,46.36,63,6,2.42,clear sky
333,Naze,JP,28.3667,129.4833,70.72,83,67,14.97,broken clouds
334,Oswego,US,43.4501,-76.1497,42.35,91,95,7.47,light rain
335,Kachug,RU,53.9606,105.8817,19.49,87,100,1.48,overcast clouds
336,Northam,GB,51.0333,-4.2167,63.39,86,100,15.66,overcast clouds
337,Energetik,RU,51.7445,58.7934,39.9,93,100,17.69,overcast clouds
338,Archidona,ES,37.0965,-4.3887,67.84,40,0,8.32,clear sky
339,Puerto Del Rosario,ES,28.5004,-13.8627,80.35,29,0,11.5,clear sky
340,Vidim,RU,56.4088,103.1106,27.55,97,100,7.74,snow
341,Carballo,ES,43.213,-8.691,69.49,70,100,11.99,overcast clouds
342,Payo,ID,-3.7508,103.6372,74.95,96,100,1.16,light rain
343,Caapucu,PY,-26.2167,-57.2,71.65,84,100,3.98,overcast clouds
344,Krasnyy Kut,RU,50.95,46.9667,45.81,64,21,23.42,few clouds
345,Mokhsogollokh,RU,61.4681,128.9203,-8.03,100,82,3.49,broken clouds
346,Jumla,NP,29.2747,82.1838,41.54,62,0,3.78,clear sky
347,Port-Cartier,CA,50.0334,-66.8654,23.76,95,100,15.21,light snow
348,Orbetello,IT,42.4408,11.2196,66.22,76,100,11.39,overcast clouds
349,Sisimiut,GL,66.9395,-53.6735,21.16,86,100,8.95,overcast clouds
350,Bubaque,GW,11.2833,-15.8333,82.74,59,27,4.65,scattered clouds
351,Shingu,JP,33.7333,135.9833,65.91,90,84,6.29,broken clouds
352,Te Anau,NZ,-45.4167,167.7167,48.63,91,85,0.76,overcast clouds
353,Khatanga,RU,71.9667,102.5,-23.48,98,100,7.16,overcast clouds
354,Aklavik,CA,68.2191,-135.0107,-0.71,97,99,3.83,overcast clouds
355,Sfantu Gheorghe,RO,45.8667,25.7833,59.27,59,45,0.58,scattered clouds
356,Halifax,CA,44.6453,-63.5724,43.45,91,85,8.05,overcast clouds
357,Katsuura,JP,35.1333,140.3,68.99,92,99,7.7,overcast clouds
358,Ust-Omchug,RU,61.15,149.6333,-25.29,97,40,2.44,scattered clouds
359,Labuhan,ID,-6.8844,112.2051,82.0,79,100,4.16,overcast clouds
360,Keetmanshoop,NA,-26.5833,18.1333,78.67,10,0,4.68,clear sky
361,Muroto,JP,33.2833,134.15,71.02,78,52,12.17,broken clouds
362,Baghmara,IN,23.795,86.2085,69.28,39,2,7.14,clear sky
363,Aitape,PG,-3.1374,142.3475,79.34,86,95,1.07,overcast clouds
364,Batagay-Alyta,RU,67.8006,130.4114,-18.81,97,100,1.57,overcast clouds
365,Palmas De Monte Alto,BR,-14.2672,-43.1619,86.56,46,33,2.46,scattered clouds
366,Goderich,CA,43.7501,-81.7165,37.9,93,100,4.61,snow
367,Zyryanka,RU,65.75,150.85,-25.6,98,29,6.4,scattered clouds
368,Anage,BR,-14.6122,-41.1356,85.98,47,84,4.99,broken clouds
369,Lodja,CD,-3.4833,23.4333,79.14,89,43,3.4,moderate rain
370,Awjilah,LY,29.1081,21.2869,74.1,31,61,6.73,broken clouds
371,San Patricio,US,28.017,-97.5169,53.46,60,0,7.9,clear sky
372,Hithadhoo,MV,-0.6,73.0833,82.18,75,100,14.58,overcast clouds
373,Livingstone,ZM,-17.8419,25.8543,81.86,49,100,0.74,overcast clouds
374,Qandala,SO,11.472,49.8728,80.47,66,7,9.31,clear sky
375,Mehamn,NO,71.0357,27.8492,35.55,87,100,13.8,overcast clouds
376,Nabire,ID,-3.3667,135.4833,77.92,91,100,2.59,overcast clouds
377,Longyearbyen,SJ,78.2186,15.6401,30.04,80,75,12.66,broken clouds
378,Lata,PT,40.1629,-8.3327,72.48,52,100,8.16,overcast clouds
379,Quatre Cocos,MU,-20.2078,57.7625,78.91,61,10,7.16,clear sky
380,Alekseyevka,RU,50.6309,38.6903,49.06,64,35,18.03,scattered clouds
381,Rio Brilhante,BR,-21.8019,-54.5464,74.68,80,100,4.56,overcast clouds
382,Boquira,BR,-12.8231,-42.7306,81.72,58,39,5.44,scattered clouds
383,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,14.97,scattered clouds
384,Waipawa,NZ,-41.4122,175.5153,53.83,94,73,3.2,broken clouds
385,Arcos,BR,-20.2819,-45.5394,82.38,49,86,6.49,overcast clouds
386,Buala,SB,-8.145,159.5921,79.81,77,15,5.28,few clouds
387,Duvan,RU,55.695,57.9024,32.49,99,100,6.85,snow
388,Horta,PT,38.5333,-28.6333,64.04,71,20,13.8,few clouds
389,Sergeyevka,KZ,53.88,67.4158,33.98,97,100,24.63,light snow
390,Aasiaat,GL,68.7098,-52.8699,16.68,93,100,8.32,overcast clouds
391,Narsaq,GL,60.9167,-46.05,34.02,97,100,4.34,light snow
392,Tingi,TZ,-11.3,35.0333,83.88,32,77,1.21,broken clouds
393,Raga,SS,8.4596,25.678,92.98,16,99,7.99,overcast clouds
394,Shimoda,JP,34.6667,138.95,64.11,92,45,10.36,scattered clouds
395,Kenai,US,60.5544,-151.2583,36.14,100,40,6.91,scattered clouds
396,Shalinskoye,RU,55.7228,93.7594,33.39,85,100,15.9,overcast clouds
397,Shelburne,CA,44.0787,-80.2041,30.65,94,100,8.61,overcast clouds
398,Mareeba,AU,-17.0,145.4333,72.32,89,9,3.4,clear sky
399,Mangan,IN,27.5167,88.5333,59.07,88,40,3.42,scattered clouds
400,Hamilton,US,39.1834,-84.5333,33.24,85,100,6.91,overcast clouds
401,Smithers,CA,54.7804,-127.1743,19.72,93,100,2.3,overcast clouds
402,Vilyuysk,RU,63.7553,121.6247,-19.73,97,20,6.35,few clouds
403,Tamiahua,MX,21.2667,-97.45,61.48,69,100,9.42,overcast clouds
404,Sestri Levante,IT,44.2732,9.3968,65.98,56,100,5.99,overcast clouds
405,Tiznit,MA,29.5833,-9.5,81.82,15,53,6.98,broken clouds
406,Santa Teresa,VE,10.2341,-66.6631,85.91,96,100,1.03,overcast clouds
407,Hit,IQ,33.6416,42.8251,78.21,25,0,7.54,clear sky
408,Simao,CN,22.7886,100.9748,58.91,67,4,2.24,clear sky
409,Santa Helena De Goias,BR,-17.8136,-50.5969,86.77,41,59,10.2,broken clouds
410,Paraiso,CR,9.8383,-83.8656,65.41,93,20,3.51,few clouds
411,Vitim,RU,59.4511,112.5578,14.67,96,100,3.91,light snow
412,Aswan,EG,24.0934,32.907,87.1,35,0,6.91,clear sky
413,Yatou,CN,37.15,122.3833,44.49,59,100,12.08,overcast clouds
414,Faya,SA,18.3851,42.4509,75.72,45,25,4.76,scattered clouds
415,Chardara,KZ,41.2547,67.9692,51.04,42,100,4.99,overcast clouds
416,Oktyabrskoye,RU,43.0645,44.7417,60.94,31,47,4.47,scattered clouds
417,Oyama,JP,36.3,139.8,65.59,65,100,4.59,overcast clouds
418,Haines Junction,CA,60.7522,-137.5108,31.95,74,97,5.75,overcast clouds
419,Muravlenko,RU,63.7898,74.523,-6.32,85,29,14.52,scattered clouds
420,Norman Wells,CA,65.282,-126.8329,6.84,85,40,2.3,scattered clouds
421,Abha,SA,18.2164,42.5053,75.45,15,40,6.91,scattered clouds
422,Micheweni,TZ,-4.9667,39.8333,82.11,68,85,9.91,overcast clouds
423,Rockhampton,AU,-23.3833,150.5,73.29,78,99,5.75,overcast clouds
424,Tara,RU,56.8944,74.371,31.96,99,100,4.72,light snow
425,Iqaluit,CA,63.7506,-68.5145,17.33,93,100,10.36,light snow
426,Bushehr,IR,28.9684,50.8385,80.69,57,75,18.41,broken clouds
427,San Luis,AR,-33.295,-66.3356,53.92,89,100,17.4,overcast clouds
428,Chichihualco,MX,17.6833,-99.65,65.57,86,69,0.2,broken clouds
429,Ranong,TH,9.9658,98.6348,78.57,84,100,4.99,overcast clouds
430,Cananea,MX,30.95,-110.3,43.07,65,100,6.08,overcast clouds
431,Kulhudhuffushi,MV,6.6221,73.07,80.69,77,49,10.07,scattered clouds
432,Baruun-Urt,MN,46.6806,113.2792,23.76,55,100,6.71,overcast clouds
433,Keti Bandar,PK,24.1447,67.4497,81.41,59,0,10.25,clear sky
434,Bengkulu,ID,-3.8004,102.2655,74.34,95,100,2.91,heavy intensity rain
435,Mayo,US,38.8876,-76.5119,46.98,69,100,17.27,overcast clouds
436,Aksarka,RU,66.5606,67.7975,-0.6,90,100,7.96,overcast clouds
437,Flinders,AU,-34.5833,150.8552,70.18,89,100,5.99,moderate rain
438,Messina,IT,38.1933,15.5497,66.38,69,20,10.36,few clouds
439,Port Hawkesbury,CA,45.6169,-61.3485,45.91,94,100,4.0,overcast clouds
440,Cayambe,EC,0.05,-78.1333,43.86,76,79,2.01,broken clouds
441,Pontianak,ID,-0.0333,109.3333,78.78,88,20,4.61,few clouds
442,Severo-Kurilsk,RU,50.6789,156.125,33.03,59,100,10.02,overcast clouds
443,Sibolga,ID,1.7427,98.7792,74.84,94,100,2.46,moderate rain
444,Yokadouma,CM,3.5167,15.05,86.32,48,98,4.59,overcast clouds
445,Myitkyina,MM,25.3833,97.4,66.56,72,0,2.06,clear sky
446,Lamu,KE,-2.2717,40.902,86.22,70,100,10.69,overcast clouds
447,Kahului,US,20.8947,-156.47,73.85,83,75,6.91,light rain
448,San Rafael,AR,-34.6177,-68.3301,60.3,60,13,5.59,few clouds
449,Okato,NZ,-39.2,173.8833,56.91,100,27,3.42,scattered clouds
450,Glowno,PL,51.9646,19.7157,43.45,66,24,7.27,few clouds
451,Mercedes,AR,-34.6515,-59.4307,79.79,59,100,7.58,overcast clouds
452,Malatya,TR,38.5,38.0,53.65,54,0,4.61,clear sky
453,Yenagoa,NG,4.9247,6.2642,86.18,68,91,2.82,moderate rain
454,Yining,CN,29.0361,114.5636,55.24,69,79,3.96,broken clouds
455,Platteville,US,42.7342,-90.4785,24.89,80,0,3.44,clear sky
456,Samarai,PG,-10.6167,150.6667,82.13,75,50,9.91,scattered clouds
457,Orem,US,40.2969,-111.6946,30.97,75,1,2.51,clear sky
458,Rovaniemi,FI,66.5,25.7167,31.41,100,100,4.61,fog
459,Praia,CV,14.9215,-23.5087,82.94,57,20,21.85,few clouds
460,Alofi,NU,-19.0595,-169.9187,71.49,94,91,2.3,overcast clouds
461,Baghdad,IQ,33.3406,44.4009,76.91,53,0,10.36,clear sky
462,Namatanai,PG,-3.6667,152.4333,80.82,81,99,9.6,light rain
463,Rzhaksa,RU,52.1338,42.0264,44.04,65,7,21.79,clear sky
464,Qeshm,IR,26.9581,56.2719,85.89,64,0,11.99,clear sky
465,Hostotipaquillo,MX,21.0667,-104.0667,54.5,87,0,2.68,clear sky
466,Sotouboua,TG,8.5667,0.9833,91.44,36,17,6.98,few clouds
467,Tocopilla,CL,-22.092,-70.1979,67.91,58,0,7.29,clear sky
468,Ambilobe,MG,-13.2,49.05,82.49,62,93,8.21,light rain
469,Seoul,KR,37.5683,126.9778,49.44,90,75,3.44,broken clouds
470,Newport,GB,51.5877,-2.9984,64.45,82,0,7.58,clear sky
471,Cartagena,CO,10.3997,-75.5144,76.62,94,75,3.44,broken clouds
472,Rezina,MD,47.7492,28.9622,51.15,73,91,9.69,overcast clouds
473,Mizdah,LY,31.4451,12.9801,71.8,30,30,5.95,scattered clouds
474,Romilly-Sur-Seine,FR,48.5108,3.7263,43.92,45,70,4.99,broken clouds
475,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,16.11,light intensity shower rain
476,Shaunavon,CA,49.6501,-108.4181,22.78,96,97,7.52,overcast clouds
477,Phalaborwa,ZA,-23.943,31.1411,88.88,62,100,3.36,overcast clouds
478,Syracuse,IT,37.0881,15.2792,65.57,74,100,6.2,overcast clouds
479,Tautira,PF,-17.7333,-149.15,73.72,86,100,3.15,light rain
480,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.38,67,45,7.14,scattered clouds
481,Krasnogorskoye,RU,52.2953,86.1979,33.44,95,100,2.37,overcast clouds
482,Mantua,IT,45.1667,10.7833,62.35,68,100,7.0,overcast clouds
483,Ruhengeri,RW,-1.4998,29.635,64.29,92,95,1.14,moderate rain
484,Sunel,IN,24.3667,75.9667,74.26,30,0,4.7,clear sky
485,Magadan,RU,59.5667,150.8,0.57,86,17,5.06,few clouds
486,Lalmohan,BD,22.3384,90.7419,74.97,50,1,8.99,clear sky
487,Lagunas,PE,-5.2269,-75.6753,84.78,60,99,2.95,overcast clouds
488,Banepa,NP,27.6298,85.5214,57.52,77,20,5.75,few clouds
489,Neiafu,TO,-18.65,-173.9833,78.06,83,100,17.38,light rain
490,Brae,GB,60.3964,-1.353,53.35,92,47,16.98,scattered clouds
491,Marfino,RU,55.7028,37.3822,44.94,68,75,22.37,broken clouds
492,Diebougou,BF,10.9667,-3.25,95.5,32,46,5.79,scattered clouds
493,Nanortalik,GL,60.1432,-45.2371,30.31,97,100,21.36,snow
494,Neryungri,RU,56.6709,124.6491,-8.32,99,97,3.78,overcast clouds
495,Malanje,AO,-9.5402,16.341,85.96,35,87,4.12,overcast clouds
496,Paragould,US,36.0584,-90.4973,31.78,72,0,6.2,clear sky
497,Gagra,GE,43.3283,40.2239,58.12,77,42,2.77,scattered clouds
498,Villa Carlos Paz,AR,-31.4241,-64.4978,63.9,40,100,15.01,overcast clouds
499,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,86,100,16.11,light snow
500,Bilma,NE,18.6853,12.9164,81.19,17,9,3.4,clear sky
501,Mao,ES,39.8885,4.2658,68.56,73,20,4.61,few clouds
502,Henties Bay,NA,-22.116,14.2845,65.03,69,0,15.84,clear sky
503,Vilkija,LT,55.05,23.5833,51.73,73,100,2.53,overcast clouds
504,Juneau,US,58.3019,-134.4197,41.22,97,100,10.36,mist
505,Vardo,NO,70.3705,31.1107,30.18,86,20,6.91,few clouds
506,Hovd,MN,48.0056,91.6419,29.1,42,100,6.8,overcast clouds
507,Bumba,CD,2.1833,22.4667,82.54,59,77,1.83,broken clouds
508,Tilichiki,RU,60.4667,166.1,18.9,91,100,7.02,overcast clouds
509,Manokwari,ID,-0.8667,134.0833,79.88,82,93,6.02,overcast clouds
510,Dunedin,NZ,-45.8742,170.5036,47.8,75,100,1.01,overcast clouds
511,Krasnoselkup,RU,65.7,82.4667,-13.65,87,5,10.09,clear sky
512,Hyeres,FR,43.1167,6.1167,66.85,67,0,12.66,clear sky
513,Kemijarvi,FI,66.7131,27.4306,25.09,97,12,0.43,few clouds
514,Balkanabat,TM,39.5108,54.3671,58.51,59,7,10.56,clear sky
515,Kudahuvadhoo,MV,2.6708,72.8944,81.05,80,85,14.94,overcast clouds
516,San Pedro,PH,14.35,121.0167,83.43,82,20,5.75,few clouds
517,Dafeng,CN,23.4517,108.5881,76.98,61,0,3.42,clear sky
518,Dudinka,RU,69.4058,86.1778,-32.28,98,47,3.87,scattered clouds
519,Flin Flon,CA,54.7682,-101.865,12.04,92,100,9.22,light snow
520,Mount Isa,AU,-20.7333,139.5,74.97,100,100,0.0,light rain
521,Almaznyy,RU,48.0448,40.045,50.43,65,13,19.33,few clouds
522,Port Macquarie,AU,-31.4333,152.9167,71.49,83,40,14.97,scattered clouds
523,Gloversville,US,43.0528,-74.3438,42.42,87,100,5.99,overcast clouds
524,Zapolyarnyy,RU,69.4154,30.8136,25.88,96,20,4.36,few clouds
525,Bonfim,BR,3.0833,-59.95,83.43,67,96,3.02,overcast clouds
526,Nago,JP,26.5881,127.9761,73.83,84,97,11.34,overcast clouds
527,Dumanjug,PH,10.0576,123.4356,80.42,86,40,5.46,scattered clouds
528,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,70.14,81,100,11.83,moderate rain
529,Miri,MY,4.4148,114.0089,82.54,83,20,2.3,light rain
530,Karasburg,NA,-28.0167,18.75,75.0,17,0,8.46,clear sky
531,Cap-Aux-Meules,CA,47.3821,-61.8597,41.05,81,100,11.5,overcast clouds
532,Jilib,SO,0.4883,42.7854,87.66,53,29,11.68,scattered clouds
533,Moranbah,AU,-22.0016,148.0466,71.56,67,2,11.61,clear sky
534,Nishihara,JP,26.1842,127.7558,76.28,79,40,11.5,scattered clouds
535,Onega,RU,63.9061,38.1404,31.77,82,82,12.06,broken clouds
536,Jacareacanga,BR,-6.2222,-57.7528,90.75,40,94,3.18,overcast clouds
537,Mani,CO,4.8172,-72.2886,77.45,82,97,8.28,overcast clouds
538,Agirish,RU,61.9247,63.0231,9.68,96,100,7.99,overcast clouds
539,Port Hedland,AU,-20.3167,118.5667,75.25,88,0,8.05,clear sky
540,Nizwa,OM,22.9333,57.5333,87.55,22,1,6.93,clear sky
541,Conil,FR,44.9673,3.7177,60.57,36,73,0.78,broken clouds
542,Sampit,ID,-2.5333,112.95,76.03,96,100,2.62,overcast clouds
543,San Ramon,US,37.7799,-121.978,48.74,83,0,4.0,clear sky
544,Peniche,PT,39.3558,-9.3811,68.56,81,99,15.41,overcast clouds
545,Hofn,IS,64.2539,-15.2082,45.88,92,100,19.1,moderate rain
546,Wuwei,CN,37.9281,102.6414,34.97,47,17,4.03,few clouds
547,Ostrovnoy,RU,68.0531,39.5131,33.58,80,100,20.67,light snow
548,Namibe,AO,-15.1961,12.1522,76.17,53,6,13.78,clear sky
549,Yaan,NG,7.3833,8.5667,95.0,25,8,9.28,clear sky
550,Anloga,GH,5.7947,0.8973,83.7,69,100,7.94,overcast clouds
551,Meiganga,CM,6.5167,14.3,89.31,24,5,8.95,clear sky
552,Konstantinovka,RU,49.6167,127.9833,17.51,75,100,5.61,overcast clouds
553,Iskateley,RU,67.6803,53.1512,11.84,97,91,7.2,overcast clouds
554,Loubomo,CG,-4.1997,12.6739,83.68,59,86,3.04,overcast clouds
555,Maridi,SS,4.9158,29.4742,83.23,49,81,6.35,broken clouds
556,Yerbogachen,RU,61.2767,108.0108,-5.55,91,100,6.44,overcast clouds
557,Methala,IN,10.2166,76.2166,78.8,93,100,7.0,very heavy rain
558,Vredendal,ZA,-31.6683,18.5012,75.47,36,0,17.87,clear sky
559,Mwingi,KE,-0.9344,38.0601,74.39,65,100,5.41,overcast clouds
560,Galle,LK,6.0367,80.217,78.84,82,100,3.8,overcast clouds
561,Puerto Penasco,MX,31.3167,-113.5333,63.97,46,17,8.68,few clouds
562,Odesskoye,RU,54.2111,72.9651,36.0,81,100,19.69,overcast clouds
563,Olinda,BR,-8.0089,-34.8553,82.13,69,75,6.91,broken clouds
564,Trincomalee,LK,8.5711,81.2335,81.01,76,79,5.03,broken clouds
565,Lluta,PE,-16.0147,-72.0142,57.69,9,0,5.41,clear sky
566,Santa Cruz,BO,-17.8,-63.1667,80.65,78,75,24.16,broken clouds
567,Fortuna,US,40.5982,-124.1573,38.35,96,20,5.75,few clouds
568,Baykit,RU,61.67,96.37,5.63,94,100,7.07,light snow
569,Sikasso,ML,10.9167,-7.0,95.72,30,10,4.74,clear sky
570,Esso,RU,55.9333,158.7,1.74,98,87,6.24,overcast clouds
571,Capreol,CA,46.706,-80.9225,24.55,68,100,9.22,overcast clouds
572,Saint-Leu,RE,-21.15,55.2833,77.86,76,18,8.39,few clouds
573,Opuwo,NA,-18.0607,13.84,90.39,6,57,12.33,broken clouds
574,Sibsagar,IN,26.9833,94.6333,65.77,82,0,3.71,clear sky
575,Les Escoumins,CA,48.1111,-69.0236,29.55,96,100,4.21,overcast clouds
576,Tahe,CN,52.3333,124.7333,17.15,92,96,2.42,overcast clouds
577,Deputatskiy,RU,69.3,139.9,-25.73,100,96,2.3,overcast clouds
578,Bandarban,BD,22.1965,92.2262,67.66,80,0,1.74,clear sky
579,Joshimath,IN,30.5667,79.5667,50.77,46,99,3.65,overcast clouds
580,Bambous Virieux,MU,-20.3428,57.7575,79.05,61,20,6.91,few clouds
581,Rio Casca,BR,-20.2261,-42.6508,80.53,69,64,5.97,broken clouds
582,Blagoyevo,RU,63.3667,47.9167,23.58,87,100,14.23,overcast clouds
583,Golyshmanovo,RU,56.3979,68.3728,32.4,99,100,12.15,snow
584,Mitu,CO,1.1983,-70.1733,78.21,85,93,3.15,overcast clouds
585,Pakxan,LA,18.3778,103.6601,77.79,66,30,1.83,scattered clouds
586,Myrtle Beach,US,33.6891,-78.8867,64.09,81,75,12.66,broken clouds
587,Qasigiannguit,GL,68.8193,-51.1922,15.71,74,100,3.13,overcast clouds
588,Sobolevo,RU,54.4299,31.8996,44.71,71,57,15.3,broken clouds
589,Chhatarpur,IN,24.9,79.6,77.79,34,0,1.05,clear sky
590,Shemonaikha,KZ,50.6328,81.9056,33.55,77,100,14.23,overcast clouds
591,Moree,AU,-29.4667,149.85,78.82,53,40,17.27,moderate rain
592,Iranshahr,IR,27.2025,60.6848,84.54,23,0,13.8,clear sky
593,Safford,US,32.834,-109.7076,52.11,48,100,4.52,overcast clouds
594,Sarangani,PH,5.4033,125.4636,84.11,76,94,20.71,overcast clouds
595,Gympie,AU,-26.1898,152.665,63.5,94,100,3.15,overcast clouds
596,Khasan,RU,42.4308,130.6434,36.37,53,0,8.75,clear sky
597,Camacha,PT,33.0833,-16.3333,69.22,73,20,5.75,few clouds
598,Fare,PF,-16.7,-151.0167,73.58,85,100,7.29,light rain
599,Sola,VU,-13.8833,167.55,75.87,94,20,0.0,few clouds
600,Stony Plain,CA,53.5334,-114.0021,17.73,91,75,1.01,broken clouds
601,Gurupa,BR,-1.405,-51.64,88.3,55,12,4.41,few clouds
602,Constitucion,CL,-35.3333,-72.4167,58.57,69,75,5.73,moderate rain
603,Palembang,ID,-2.9167,104.7458,80.69,100,40,2.3,scattered clouds
604,Bandar-E Lengeh,IR,26.5579,54.8807,91.51,35,0,11.5,clear sky
605,Tecoanapa,MX,16.5167,-98.75,75.9,89,15,2.33,moderate rain
606,Santa Cruz De Tenerife,ES,28.4682,-16.2546,79.63,43,0,3.44,clear sky
607,Chingola,ZM,-12.529,27.8838,74.16,61,100,5.64,overcast clouds
608,Zaysan,KZ,47.4667,84.8667,35.74,55,98,1.63,overcast clouds
609,Tabuk,PH,17.4189,121.4443,76.23,91,10,4.03,clear sky
610,Lasa,IT,46.6166,10.7002,55.02,68,12,5.17,few clouds
611,Rocha,UY,-34.4833,-54.3333,71.85,76,100,13.22,moderate rain
612,South Lake Tahoe,US,38.9332,-119.9844,24.85,80,40,3.44,scattered clouds
613,Solnechnyy,RU,50.7214,136.6319,17.94,81,3,3.27,clear sky
614,Daman,IN,20.4167,72.85,79.9,61,5,11.97,clear sky
615,Eyl,SO,7.9803,49.8164,82.51,64,1,19.71,clear sky
616,Bonthe,SL,7.5264,-12.505,83.25,71,78,6.67,moderate rain
617,Arlit,NE,18.7369,7.3853,87.04,12,6,5.86,clear sky
618,Kaohsiung,TW,22.6163,120.3133,80.55,83,20,3.44,mist
619,Mubi,NG,10.2676,13.2644,92.59,19,68,8.66,broken clouds
620,Semibratovo,RU,57.3046,39.5369,40.86,80,100,23.04,overcast clouds
621,Wilmington,US,34.2257,-77.9447,66.11,93,100,5.75,overcast clouds
622,Stornoway,GB,58.2093,-6.3865,58.93,81,20,13.8,few clouds
